From	Entry	Entry Name	Gene Names	Protein names	EC number	Reviewed
AT5G42970	Q8L5U0	CSN4_ARATH	CSN4 COP8 FUS4 At5g42970 MBD2.17	COP9 signalosome complex subunit 4 (AtS4) (Signalosome subunit 4) (Constitutive photomorphogenesis protein 8) (Protein FUSCA 4)		reviewed
AT5G42980	Q42403	TRXH3_ARATH	TRX3 At5g42980 MBD2.18	Thioredoxin H3 (AtTrxh3) (Thioredoxin 3) (AtTRX3)		reviewed
AT5G43010	Q9SEI3	PS10A_ARATH	RPT4A At5g43010 MBD2.21	26S proteasome regulatory subunit 10B homolog A (26S proteasome AAA-ATPase subunit RPT4a) (26S proteasome subunit 10B homolog A) (Regulatory particle triple-A ATPase subunit 4a)		reviewed
AT5G43060	Q9FMH8	RD21B_ARATH	RD21B At5g43060 MMG4.7	Probable cysteine protease RD21B (EC 3.4.22.-)	3.4.22.-	reviewed
AT5G43070	Q9FMH6	WPP1_ARATH	WPP1 MAF1 At5g43070 MMG4.9	WPP domain-containing protein 1 (MFP1 attachment factor 1)		reviewed
AT5G43320	Q9LSX4	CKL8_ARATH	CKL8 CKI3 At5g43320 MWF20.1	Casein kinase 1-like protein 8 (EC 2.7.11.1) (Protein CASEIN KINASE I-LIKE 8)	2.7.11.1	reviewed
AT5G43320	A0A1P8BBL3	A0A1P8BBL3_ARATH	CKL8 casein kinase I-like 8 ckl8 MWF20.1 MWF20_1 At5g43320	non-specific serine/threonine protein kinase (EC 2.7.11.1)	2.7.11.1	unreviewed
AT5G43330	P57106	MDHC2_ARATH	MDH2 At5g43330 MWF20.2	Malate dehydrogenase 2, cytoplasmic (EC 1.1.1.37) (Cytosolic NAD-dependent malate dehydrogenase 2) (cNAD-MDH2) (Cytosolic malate dehydrogenase 2) (Cytosolic MDH2)	1.1.1.37	reviewed
AT5G43470	Q8W4J9	RPP8_ARATH	RPP8 HRT At5g43470 MWF20.19	Disease resistance protein RPP8 (Resistance to Peronospora parasitica protein 8)		reviewed
AT5G43640	Q9FIX6	RS155_ARATH	RPS15E At5g43640 K9D7.14	Small ribosomal subunit protein uS19w (40S ribosomal protein S15-5)		reviewed
AT5G43670	Q84WI4	SC23G_ARATH	SEC23G SEC23C SEC23E At5g43670 MQO24.2	Protein transport protein SEC23 G (AtSEC23G) (Protein transport protein SEC23 C) (Protein transport protein SEC23 E) (AtSEC23E)		reviewed
AT5G43745	Q940Y9	POLL2_ARATH	At5g43745 MQD19.8	Putative ion channel POLLUX-like 2		reviewed
AT5G43780	Q9S7D8	APS4_ARATH	APS4 At5g43780 MQD19.13	ATP sulfurylase 4, chloroplastic (EC 2.7.7.4)	2.7.7.4	reviewed
AT5G43830	A0A178U6D3	A0A178U6D3_ARATH	At5g43830 AXX17_At5g41910 AN1_LOCUS24582 C24_LOCUS24415	DUF3700 domain-containing protein		unreviewed
AT5G43850	Q8H185	MTND4_ARATH	ARD4 At5g43850 MQD19.21	Acireductone dioxygenase 4 (Acireductone dioxygenase (Fe(2+)-requiring) 4) (ARD' 4) (Fe-ARD 4) (EC 1.13.11.54) (Acireductone dioxygenase (Ni(2+)-requiring) 4) (ARD 4) (Ni-ARD 4) (EC 1.13.11.53)	1.13.11.53; 1.13.11.54	reviewed
AT5G43900	Q9LKB9	MYO6_ARATH	XI-2 MYA2 At5g43900 F6B6.4	Myosin-6 (AtMYA2)		reviewed
AT5G43900	F4K7C4	F4K7C4_ARATH	MYA2 ARABIDOPSIS MYOSIN 2 ATMYA2 myosin 2 MYOSIN X1 2 MYOSIN XI-6 XI-2 XI-6 At5g43900 F6B6.4 F6B6_4	Myosin 2		unreviewed
AT5G43900	F4K7C5	F4K7C5_ARATH	MYA2 ARABIDOPSIS MYOSIN 2 ATMYA2 myosin 2 MYOSIN X1 2 MYOSIN XI-6 XI-2 XI-6 At5g43900 F6B6.4 F6B6_4	Myosin 2		unreviewed
AT5G43940	Q96533	ADHX_ARATH	ADH2 ADHIII FDH1 GSNOR At5g43940 MRH10.4	Alcohol dehydrogenase class-3 (EC 1.1.1.1) (Alcohol dehydrogenase class-III) (Glutathione-dependent formaldehyde dehydrogenase) (FALDH) (FDH) (GSH-FDH) (EC 1.1.1.-) (Nitrosoglutathione reductase) (EC 1.1.1.-) (S-(hydroxymethyl)glutathione dehydrogenase) (EC 1.1.1.284)	1.1.1.-; 1.1.1.1; 1.1.1.284	reviewed
AT5G43940	F4K7D6	F4K7D6_ARATH	HOT5 ADH2 ALCOHOL DEHYDROGENASE 2 ATGSNOR1 FALDH GSNOR MRH10.4 MRH10_4 PAR2 PARAQUAT RESISTANT 2 S-NITROSOGLUTATHIONE REDUCTASE At5g43940	S-(hydroxymethyl)glutathione dehydrogenase (EC 1.1.1.284)	1.1.1.284	unreviewed
AT5G43960	F4K7E0	F4K7E0_ARATH	MRH10.6 MRH10_6 At5g43960	Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain-containing protein		unreviewed
AT5G43960	Q9FND0	Q9FND0_ARATH	MRH10.6 MRH10_6 At5g43960	Gb|AAD20086.1 (Nuclear transport factor 2 (NTF2) family protein with RNA binding (RRM-RBD-RNP motifs) domain-containing protein)		unreviewed
AT5G43970	Q9FNC9	TOM92_ARATH	TOM9-2 TOM22-2 At5g43970 MRH10.8	Mitochondrial import receptor subunit TOM9-2 (Mitochondrial import receptor subunit TOM22 homolog 2) (Translocase of outer membrane 22 kDa subunit homolog 2) (Translocase of outer membrane 9 kDa subunit TOM9-2)		reviewed
AT5G44020	Q9FNC4	Q9FNC4_ARATH	MRH10.13 MRH10_13 At5g44020 At5g44020/MRH10.13	HAD superfamily, subfamily IIIB acid phosphatase (Putative vegetative storage protein) (Vegetative storage protein-like)		unreviewed
AT5G44070	Q9S7Z3	PCS1_ARATH	PCS1 ARA8 CAD1 At5g44070 MRH10.11 MRH10_18	Glutathione gamma-glutamylcysteinyltransferase 1 (EC 2.3.2.15) (Cadmium tolerance protein) (Phytochelatin synthase 1) (AtPCS1)	2.3.2.15	reviewed
AT5G44070	A0A1P8BHA6	A0A1P8BHA6_ARATH	CAD1 ARA8 ATPCS1 CADMIUM SENSITIVE 1 MRH10.18 MRH10_18 PCS1 PHYTOCHELATIN SYNTHASE PHYTOCHELATIN SYNTHASE 1 At5g44070	glutathione gamma-glutamylcysteinyltransferase (EC 2.3.2.15)	2.3.2.15	unreviewed
AT5G44130	Q9FFH6	FLA13_ARATH	FLA13 At5g44130 MLN1_5	Fasciclin-like arabinogalactan protein 13		reviewed
AT5G44140	Q9FFH5	PHB7_ARATH	PHB7 At5g44140 MLN1.6	Prohibitin-7, mitochondrial (Atphb7)		reviewed
AT5G44316	Q3E8H7	AB9I_ARATH	ABCI9 At5g44316 K9L2.9	Iron-sulfur cluster assembly SufBD family protein ABCI9 (ABC transporter I family member 9) (ABC transporter ABCI.9) (AtABCI9)		reviewed
AT5G44320	A0A178UAJ0	A0A178UAJ0_ARATH	At5g44320 AXX17_At5g42450 AN1_LOCUS24638 C24_LOCUS24471	Eukaryotic translation initiation factor 3 subunit D (eIF3d) (Eukaryotic translation initiation factor 3 subunit 7) (eIF-3-zeta)		unreviewed
AT5G44340	P24636	TBB4_ARATH	TUBB4 TUB4 At5g44340 K9L2.12	Tubulin beta-4 chain (Beta-4-tubulin)		reviewed
AT5G44400	Q9FKU8	BBE26_ARATH	At5g44400 K9L2.20	Berberine bridge enzyme-like 26 (AtBBE-like 26) (EC 1.1.1.-)	1.1.1.-	reviewed
AT5G44410	Q9FI25	BBE27_ARATH	At5g44410 MFC16.3	Berberine bridge enzyme-like 27 (AtBBE-like 27) (EC 1.1.1.-)	1.1.1.-	reviewed
AT5G44440	Q9FI21	BBE28_ARATH	At5g44440 MFC16.10	Berberine bridge enzyme-like 28 (AtBBE-like 28) (EC 1.1.1.-)	1.1.1.-	reviewed
AT5G44440	A0A1P8BFF2	A0A1P8BFF2_ARATH	MFC16.10 MFC16_10 At5g44440	FAD-binding Berberine family protein		unreviewed
AT5G44500	A0A178UT49	A0A178UT49_ARATH	At5g44500 AXX17_At5g42630	Small nuclear ribonucleoprotein-associated protein		unreviewed
AT5G44650	Q9LU01	Y3IP1_ARATH	Y3IP1 CEST At5g44650	Ycf3-interacting protein 1, chloroplastic (Protein CHLOROPLAST ENHANCING STRESS TOLERANCE) (AtCEST)		reviewed
AT5G44720	A0A178USQ4	A0A178USQ4_ARATH	At5g44720 AXX17_At5g42980 AT9943_LOCUS21304	(thale cress) hypothetical protein		unreviewed
AT5G44720	F4KBN2	F4KBN2_ARATH	At5g44720 K23L20.6 K23L20_6	Molybdenum cofactor sulfurase family protein		unreviewed
AT5G44730	A0A178UJ81	A0A178UJ81_ARATH	At5g44730 AXX17_At5g42990 AN1_LOCUS24689 AT9943_LOCUS21305 C24_LOCUS24524	(thale cress) hypothetical protein		unreviewed
AT5G44870	O48573	LAZ5_ARATH	LAZ5 TTR1 At5g44870 K21C13.4 T19K24.2	Disease resistance protein LAZ5 (EC 3.2.2.6) (Protein LAZARUS 5) (Protein TOLERANCE TO TOBACCO RINGSPOT VIRUS 1)	3.2.2.6	reviewed
AT5G44870	A0A1P8BES3	A0A1P8BES3_ARATH	LAZ5 LAZARUS 5 TTR1 At5g44870 K21C13.4 K21C13_4	ADP-ribosyl cyclase/cyclic ADP-ribose hydrolase (EC 3.2.2.6)	3.2.2.6	unreviewed
AT5G45020	Q9FL95	Q9FL95_ARATH	At5g45020 K21C13.21 K21C13_21	AT5g45020/K21C13_21 (Glutathione S-transferase family protein)		unreviewed
AT5G45160	Q9FKE9	RHD32_ARATH	At5g45160 K18C1.4	Protein ROOT HAIR DEFECTIVE 3 homolog 2 (EC 3.6.5.-) (Protein SEY1 homolog 3)	3.6.5.-	reviewed
AT5G45170	A0A1P8BBQ8	A0A1P8BBQ8_ARATH	At5g45170 K18C1.5 K18C1_5	Haloacid dehalogenase-like hydrolase (HAD) superfamily protein		unreviewed
AT5G45170	Q6NMA9	Q6NMA9_ARATH	At5g45170 K18C1.5 K18C1_5	At5g45170 (Haloacid dehalogenase-like hydrolase (HAD) superfamily protein)		unreviewed
AT5G45190	Q9FKE6	CCT15_ARATH	CYCT1-5 At5g45190 K18C1.7	Cyclin-T1-5 (CycT1;5) (Protein AtCycT-like1)		reviewed
AT5G45190	A0A1P8B9D0	A0A1P8B9D0_ARATH	CYCT1:5 At5g45190 K18C1.7 K18C1_7	Cyclin family protein		unreviewed
AT5G45190	F4KD43	F4KD43_ARATH	CYCT1:5 At5g45190 K18C1.7 K18C1_7	Cyclin family protein		unreviewed
AT5G45280	Q9FH82	PAE11_ARATH	PAE11 At5g45280 K9E15.6	Pectin acetylesterase 11 (EC 3.1.1.-)	3.1.1.-	reviewed
AT5G45390	Q94B60	CLPP4_ARATH	CLPP4 NCLPP3 NCLPP4 At5g45390 MFC19.5	ATP-dependent Clp protease proteolytic subunit 4, chloroplastic (EC 3.4.21.92) (Endopeptidase ClpP4) (nClpP4) (nClpP3)	3.4.21.92	reviewed
AT5G45420	Q9ASQ2	MAMYB_ARATH	MAMYB At5g45420 MFC19.9	Transcription factor MAMYB (Membrane-anchored MYB)		reviewed
AT5G45480	Q9FHI8	Q9FHI8_ARATH	MFC19.15 MFC19_15 At5g45480	Transmembrane protein, putative (DUF594)		unreviewed
AT5G45500	A0A1P8B9I9	A0A1P8B9I9_ARATH	MFC19.17 MFC19_17 At5g45500	RNI-like superfamily protein		unreviewed
AT5G45500	A0A1P8B9J0	A0A1P8B9J0_ARATH	MFC19.17 MFC19_17 At5g45500	RNI-like superfamily protein		unreviewed
AT5G45500	A0A1P8B9J5	A0A1P8B9J5_ARATH	MFC19.17 MFC19_17 At5g45500	RNI-like superfamily protein		unreviewed
AT5G45500	Q9FHI6	Q9FHI6_ARATH	MFC19.17 MFC19_17 At5g45500	RNI-like superfamily protein		unreviewed
AT5G45510	Q8VZC7	DRL36_ARATH	At5g45510 MFC19.18	Probable disease resistance protein At5g45510		reviewed
AT5G45620	Q8RWF0	PS13A_ARATH	RPN9A At5g45620 MRA19.2	26S proteasome non-ATPase regulatory subunit 13 homolog A (26S proteasome regulatory subunit RPN9a) (AtRNP9a) (26S proteasome regulatory subunit S11 homolog A)		reviewed
AT5G45620	F4KEK8	F4KEK8_ARATH	MRA19.2 MRA19_2 At5g45620	Proteasome component (PCI) domain protein		unreviewed
AT5G45670	Q9FK75	GDL82_ARATH	At5g45670 MRA19.6	GDSL esterase/lipase At5g45670 (EC 3.1.1.-) (Extracellular lipase At5g45670)	3.1.1.-	reviewed
AT5G45680	Q9SCY2	FKB13_ARATH	FKBP13 FKBP22-1 FKBPK At5g45680 MRA19.7	Peptidyl-prolyl cis-trans isomerase FKBP13, chloroplastic (PPIase FKBP13) (EC 5.2.1.8) (FK506-binding protein 1) (FK506-binding protein 13) (AtFKBP13) (Immunophilin FKBP13) (Rotamase)	5.2.1.8	reviewed
AT5G45750	Q9FK68	RAA1C_ARATH	RABA1C At5g45750 MRA19.18	Ras-related protein RABA1c (AtRABA1c)		reviewed
AT5G45775	P42794	RL112_ARATH	RPL11B At3g58700 T20N10_50; RPL11C RPL16B At4g18730 F28A21.140; RPL11D At5g45775 MRA19.26 MRA19_21	Large ribosomal subunit protein uL5y/uL5x/uL5w (60S ribosomal protein L11-2) (L16)		reviewed
AT5G45930	Q5XF33	CHLI2_ARATH	CHLI2 At5g45930 K15I22.13	Magnesium-chelatase subunit ChlI-2, chloroplastic (Mg-chelatase subunit I-2) (EC 6.6.1.1) (Mg-protoporphyrin IX chelatase subunit ChlI-2)	6.6.1.1	reviewed
AT5G45950	Q9FJ41	GDL85_ARATH	At5g45950 K15I22.15	GDSL esterase/lipase At5g45950 (EC 3.1.1.-) (Extracellular lipase At5g45950)	3.1.1.-	reviewed
AT5G45990	A0A1P8B9B1	A0A1P8B9B1_ARATH	MCL19.3 MCL19_3 At5g45990	Crooked neck protein, putative / cell cycle protein		unreviewed
AT5G45990	Q9FNM3	Q9FNM3_ARATH	MCL19.3 MCL19_3 At5g45990	CRN (Crooked neck) protein (Crooked neck protein, putative / cell cycle protein)		unreviewed
AT5G46020	Q9FNM0	Q9FNM0_ARATH	MUSE7 MCL19.6 MCL19_6 At5g46020 At5g46020/MCL19.6	28 kDa heat/acid-stable phosphoprotein-like protein		unreviewed
AT5G46070	F4KG14	F4KG14_ARATH	GBPL3 MCL19.12 MCL19_12 At5g46070	Guanylate-binding family protein		unreviewed
AT5G46110	Q9ZSR7	TPT_ARATH	TPT APE2 At5g46110 MCL19	Triose phosphate/phosphate translocator TPT, chloroplastic (Protein ACCLIMATION OF PHOTOSYNTHESIS TO ENVIRONMENT 2)		reviewed
AT5G46110	A0A219HYB6	A0A219HYB6_ARATH	APE2 phosphate translocator TPT triose-phosphate At5g46110	Glucose-6-phosphate/phosphate translocator-like protein		unreviewed
AT5G46110	A0A219HZH3	A0A219HZH3_ARATH	APE2 phosphate translocator TPT triose-phosphate At5g46110	Glucose-6-phosphate/phosphate translocator-like protein		unreviewed
AT5G46110	A0A219I0W9	A0A219I0W9_ARATH	APE2 phosphate translocator TPT triose-phosphate At5g46110	Glucose-6-phosphate/phosphate translocator-like protein		unreviewed
AT5G46180	Q9FNK4	OAT_ARATH	DELTA-OAT At5g46180 MCL19.24	Ornithine aminotransferase, mitochondrial (EC 2.6.1.13) (Ornithine delta-aminotransferase) (Ornithine--oxo-acid aminotransferase)	2.6.1.13	reviewed
AT5G46210	Q8LGH4	CUL4_ARATH	CUL4 At5g46210 MDE13.3	Cullin-4 (AtCUL4)		reviewed
AT5G46280	Q9FL33	MCM3_ARATH	MCM3 At5g46280 MPL12.6	DNA replication licensing factor MCM3 (EC 3.6.4.12) (Minichromosome maintenance protein 3) (AtMCM3)	3.6.4.12	reviewed
AT5G46280	A0A1P8BGQ2	A0A1P8BGQ2_ARATH	MCM3 MINICHROMOSOME MAINTENANCE 3 MPL12.6 MPL12_6 At5g46280	DNA replication licensing factor MCM3 (EC 3.6.4.12)	3.6.4.12	unreviewed
AT5G46280	A0A1P8BGQ6	A0A1P8BGQ6_ARATH	MCM3 MINICHROMOSOME MAINTENANCE 3 MPL12.6 MPL12_6 At5g46280	DNA replication licensing factor MCM3 (EC 3.6.4.12)	3.6.4.12	unreviewed
AT5G46280	A0A1P8BGV8	A0A1P8BGV8_ARATH	MCM3 MINICHROMOSOME MAINTENANCE 3 MPL12.6 MPL12_6 At5g46280	DNA replication licensing factor MCM3 (EC 3.6.4.12)	3.6.4.12	unreviewed
AT5G46290	P52410	KASC1_ARATH	KAS1 At5g46290 MPL12.7	3-oxoacyl-[acyl-carrier-protein] synthase I, chloroplastic (EC 2.3.1.41) (Beta-ketoacyl-ACP synthase I) (KAS I)	2.3.1.41	reviewed
AT5G46290	F4KHF4	F4KHF4_ARATH	KASI KAS1 KETOACYL-ACP SYNTHASE 1 MPL12.7 MPL12_7 At5g46290	beta-ketoacyl-[acyl-carrier-protein] synthase I (EC 2.3.1.41)	2.3.1.41	unreviewed
AT5G46420	Q9FHG3	Q9FHG3_ARATH	At5g46420 K11I1.1 K11I1_1	16S rRNA processing protein RimM family		unreviewed
AT5G46430	Q9FHG2	RL322_ARATH	RPL32B At5g46430 K11I1.2	Large ribosomal subunit protein eL32y (60S ribosomal protein L32-2)		reviewed
AT5G46570	Q9LS26	BSK2_ARATH	BSK2 At5g46570 F10E10.4	Serine/threonine-protein kinase BSK2 (EC 2.7.11.1) (Brassinosteroid-signaling kinase 2)	2.7.11.1	reviewed
AT5G46580	Q9LS25	PP420_ARATH	At5g46580 F10E10.5	Pentatricopeptide repeat-containing protein At5g46580, chloroplastic		reviewed
AT5G46610	Q9LS22	ALMTE_ARATH	ALMT14 At5g46610 F10E10.9	Aluminum-activated malate transporter 14 (AtALMT14)		reviewed
AT5G46630	O23140	AP2M_ARATH	AP2M AP47/50 At5g46630 MZA15.2	AP-2 complex subunit mu (Adaptor protein complex AP-2 subunit mu) (Adaptor protein-2 mu-adaptin) (Adaptor-related protein complex 2 subunit mu) (At-muA-Ad) (Clathrin assembly protein complex 2 mu medium chain) (Mu2-adaptin) (Protein AP47/50) (AtAP47/50)		reviewed
AT5G46630	F4KHJ7	F4KHJ7_ARATH	AP2M adaptor protein-2 mu-adaptin At5g46630	Clathrin adaptor complexes medium subunit family protein		unreviewed
AT5G46750	Q9FIQ0	AGD9_ARATH	AGD9 At5g46750 MZA15.17	Probable ADP-ribosylation factor GTPase-activating protein AGD9 (ARF GAP AGD9) (Protein ARF-GAP DOMAIN 9) (AtAGD9)		reviewed
AT5G46790	Q8VZS8	PYL1_ARATH	PYL1 RCAR12 At5g46790 MZA15.21	Abscisic acid receptor PYL1 (ABI1-binding protein 6) (PYR1-like protein 1) (Regulatory components of ABA receptor 9)		reviewed
AT5G46800	Q93XM7	MCAT_ARATH	BOU At5g46800 MZA15.23	Mitochondrial carnitine/acylcarnitine carrier-like protein (Carnitine/acylcarnitine translocase-like protein) (CAC-like protein) (Protein A BOUT DE SOUFFLE)		reviewed
AT5G46860	P93654	SYP22_ARATH	SYP22 SGR3 VAM3 At5g46860 MSD23.9	Syntaxin-22 (AtSYP22) (AtVAM3) (Protein SHOOT GRAVITROPISM 3)		reviewed
AT5G46870	Q6NM69	Q6NM69_ARATH	BPL5 MSD23.5 MSD23_5 At5g46870	At5g46870 (RNA-binding (RRM/RBD/RNP motifs) family protein)		unreviewed
AT5G47010	Q9FJR0	RENT1_ARATH	UPF1 LBA1 At5g47010 MQD22.15	Regulator of nonsense transcripts 1 homolog (EC 3.6.4.12) (EC 3.6.4.13) (ATP-dependent helicase UPF1)	3.6.4.12; 3.6.4.13	reviewed
AT5G47030	Q96252	ATP4_ARATH	At5g47030 MQD22.17	ATP synthase subunit delta', mitochondrial (F-ATPase delta' subunit)		reviewed
AT5G47040	O64948	LONP2_ARATH	LON2 At5g47040 MQD22.18	Lon protease homolog 2, peroxisomal (EC 3.4.21.53)	3.4.21.53	reviewed
AT5G47110	Q6NKS4	LIL32_ARATH	LIL3.2 At5g47110 K14A3.6	Light-harvesting complex-like protein 3 isotype 2, chloroplastic (LHC-like protein 3 isoform 2)		reviewed
AT5G47180	Q9LVU1	VAP21_ARATH	PVA21 At5g47180 MQL5.3	Vesicle-associated protein 2-1 (Plant VAP homolog 21) (AtPVA21) (VAMP-associated protein 2-1) [Cleaved into: Vesicle-associated protein 2-1, N-terminally processed]		reviewed
AT5G47190	Q8RXX5	RK192_ARATH	At5g47190 MQL5.4	Large ribosomal subunit protein bL19cy (50S ribosomal protein L19-2, chloroplastic)		reviewed
AT5G47200	Q9FPJ4	RAD2B_ARATH	RABD2B RAB1A At5g47200 MQL5.5	Ras-related protein RABD2b (AtRABD2b) (Ras-related protein Rab1A) (AtRab1A)		reviewed
AT5G47210	Q9LVT8	RGGC_ARATH	RGGC At5g47210 MQL5.6	RGG repeats nuclear RNA binding protein C		reviewed
AT5G47435	Q93YQ3	PURU1_ARATH	PURU1 At5g47435 MNJ7.1	Formyltetrahydrofolate deformylase 1, mitochondrial (EC 3.5.1.10)	3.5.1.10	reviewed
AT5G47480	Q9FGK9	MAG5_ARATH	MAG5 SEC16A At5g47480 MNJ7.7	Protein transport protein SEC16A homolog (Protein MAIGO 5)		reviewed
AT5G47480	A0A1P8BE45	A0A1P8BE45_ARATH	MAG5 MAIGO 5 MNJ7.7 MNJ7_7 At5g47480	Protein transport protein sec16		unreviewed
AT5G47520	Q9FGK5	RAA5A_ARATH	RABA5A At5g47520 MNJ7.11	Ras-related protein RABA5a (AtRABA5a)		reviewed
AT5G47540	Q9FGK3	MO25N_ARATH	At5g47540 MNJ7.13	Putative MO25-like protein At5g47540		reviewed
AT5G47560	Q8LG88	TDT_ARATH	TDT SDAT At5g47560 MNJ7.15	Tonoplast dicarboxylate transporter (AttDT) (Sodium-dicarboxylate cotransporter-like) (AtSDAT) (Vacuolar malate transporter)		reviewed
AT5G47640	Q9FGJ3	NFYB2_ARATH	NFYB2 HAP3B At5g47640 MNJ7.23	Nuclear transcription factor Y subunit B-2 (AtNF-YB-2) (AtNF-YB2) (Transcriptional activator HAP3B)		reviewed
AT5G47690	B6EUB3	PDS5A_ARATH	PDS5A At5g47690 MNJ7.28	Sister chromatid cohesion protein PDS5 homolog A (Precocious dissociation of sisters protein 5-A) (AtPDS5A) (PDS5)		reviewed
AT5G47690	A0A178U7G8	A0A178U7G8_ARATH	At5g47690 AXX17_At5g46190	Uncharacterized protein		unreviewed
AT5G47690	A0A178U9B2	A0A178U9B2_ARATH	At5g47690 AXX17_At5g46190	Uncharacterized protein		unreviewed
AT5G47690	A0A1P8BDX9	A0A1P8BDX9_ARATH	PDS5A At5g47690	Binding protein		unreviewed
AT5G47700	Q8LEQ0	RLA13_ARATH	RPP1C At5g47700 MCA23.2	Large ribosomal subunit protein P1y (60S acidic ribosomal protein P1-3)		reviewed
AT5G47720	Q9FIK7	AACT1_ARATH	ACCT1 At5g47720 MCA23.4	Acetyl-CoA acetyltransferase 1 (EC 2.3.1.9) (Acetoacetyl-CoA thiolase 1) (Thiolase 1)	2.3.1.9	reviewed
AT5G47720	A0A178UN67	A0A178UN67_ARATH	At5g47720 AXX17_At5g46220	AACT1		unreviewed
AT5G47720	F4JYM8	F4JYM8_ARATH	AACT1 acetoacetyl-CoA thiolase 1 MCA23.4 MCA23_4 At5g47720	Thiolase family protein		unreviewed
AT5G47760	Q8GWU0	PGP2_ARATH	PGLP2 At5g47760 MCA23.8	Phosphoglycolate phosphatase 2 (EC 3.1.3.18)	3.1.3.18	reviewed
AT5G47760	A0A1P8BHG5	A0A1P8BHG5_ARATH	PGLP2 ATPGLP2 ATPK5 MCA23.8 MCA23_8 At5g47760	2-phosphoglycolate phosphatase 2		unreviewed
AT5G47770	Q09152	FPPS1_ARATH	FPS1 At5g47770 MCA23.9	Farnesyl pyrophosphate synthase 1, mitochondrial (FPP synthase 1) (FPS 1) (EC 2.5.1.10) ((2E,6E)-farnesyl diphosphate synthase 1) (Dimethylallyltranstransferase 1) (EC 2.5.1.1) (Farnesyl diphosphate synthase 1) (Geranyltranstransferase 1)	2.5.1.1; 2.5.1.10	reviewed
AT5G47840	Q9FIJ7	KAD2_ARATH	At5g47840 MCA23.18	Adenylate kinase 2, chloroplastic (AK 2) (EC 2.7.4.3) (ATP-AMP transphosphorylase 2) (ATP:AMP phosphotransferase) (Adenylate monophosphate kinase 2) (AMK2)	2.7.4.3	reviewed
AT5G47840	A0A1P8B9K9	A0A1P8B9K9_ARATH	AMK2 adenosine monophosphate kinase MCA23.18 MCA23_18 At5g47840	adenylate kinase (EC 2.7.4.3) (ATP:AMP phosphotransferase)	2.7.4.3	unreviewed
AT5G47860	Q9FIJ5	Q9FIJ5_ARATH	MCA23.20 MCA23_20 At5g47860	AT5g47860/MCA23_20 (Gut esterase (DUF1350))		unreviewed
AT5G47870	Q9FIJ4	RD522_ARATH	RAD52-2 ODB2 At5g47870 MCA23.21	DNA repair RAD52-like protein 2, chloroplastic (Organellar DNA-binding protein 2)		reviewed
AT5G47880	Q39097	ERF1X_ARATH	ERF1-1 At5g47880 MCA23.22	Eukaryotic peptide chain release factor subunit 1-1 (Eukaryotic release factor 1-1) (eRF1-1) (Omnipotent suppressor protein 1 homolog 1) (SUP1 homolog 1)		reviewed
AT5G47890	Q9FIJ2	NDUA2_ARATH	At5g47890 MCA23_23	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2		reviewed
AT5G47910	Q9FIJ0	RBOHD_ARATH	RBOHD At5g47910 MCA23.25	Respiratory burst oxidase homolog protein D (EC 1.11.1.-) (EC 1.6.3.-) (NADPH oxidase RBOHD) (AtRBOHD)	1.11.1.-; 1.6.3.-	reviewed
AT5G47930	Q8L953	RS273_ARATH	RPS27D ARS27B At5g47930 K16F13.1	Small ribosomal subunit protein eS27w (40S ribosomal protein S27-3)		reviewed
AT5G47960	Q9FE79	RAA4C_ARATH	RABA4C SMG1 At5g47960 K16F13.4	Ras-related protein RABA4c (AtRABA4c) (Ras-related protein SMG1)		reviewed
AT5G48020	A0A654G9J7	A0A654G9J7_ARATH	At5g48020 AN1_LOCUS25039	2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein		unreviewed
AT5G48070	Q9FI31	XTH20_ARATH	XTH20 At5g48070 MDN11.15	Xyloglucan endotransglucosylase/hydrolase protein 20 (At-XTH20) (XTH-20) (EC 2.4.1.207)	2.4.1.207	reviewed
AT5G48180	Q93XW5	NSP5_ARATH	NSP5 NSP1 At5g48180 MIF21.7	Thiohydroximate-O-sulfate sulfur/sulfate-lyase (nitrile-forming) NSP5 (EC 4.8.1.5) (Nitrile-specifier protein 1) (AtNSP1) (Nitrile-specifier protein 5) (AtNSP5)	4.8.1.5	reviewed
AT5G48220	A0A178U9E1	A0A178U9E1_ARATH	At5g48220 AXX17_At5g46750 AN1_LOCUS25059 C24_LOCUS24888	indole-3-glycerol-phosphate synthase (EC 4.1.1.48)	4.1.1.48	unreviewed
AT5G48220	A8MS79	A8MS79_ARATH	MIF21.11 MIF21_11 At5g48220	indole-3-glycerol-phosphate synthase (EC 4.1.1.48)	4.1.1.48	unreviewed
AT5G48220	F4K083	F4K083_ARATH	MIF21.11 MIF21_11 At5g48220	indole-3-glycerol-phosphate synthase (EC 4.1.1.48)	4.1.1.48	unreviewed
AT5G48230	Q8S4Y1	ACCT2_ARATH	ACCT2 AAT1 EMB1276 At5g48230 MIF21.12	Acetyl-CoA acetyltransferase 2 (EC 2.3.1.9) (Acetoacetyl-CoA thiolase 2) (Thiolase 2) (Protein EMBRYO DEFECTIVE 1276)	2.3.1.9	reviewed
